Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-openhie.fhir.rwanda.hiv.json	36845	-	0	0	0	0	0	0	7	388	0	0	0	0	0	0	0	2	0	0	214	324	0	0	0	6	0	1
fsh-generated/resources/Observation-HIVTestResultExample.json	1356	12	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	19	34	0	0	0	0	0	0
fsh-generated/resources/Observation-ARVAdherenceExample.json	932	4	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	10	6	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-hiv-arv-adherence.json	3019	103	1	0	0	0	0	1298	0	1266	0	0	1	0	0	0	0	1	0	0	370	4097	0	1	0	9	0	0
fsh-generated/resources/ValueSet-vs-reason-sample-cancelled-or-rejected.json	1324	6	0	0	0	0	0	0	0	446	0	0	0	0	0	0	0	0	0	0	10	6985	0	0	0	0	0	0
fsh-generated/resources/Bundle-LabCancellation.json	2231	10	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	11	18	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-receive-sms-messages.json	1891	50	0	0	0	0	0	1147	0	1184	0	0	0	0	0	0	0	1	0	0	305	2011	0	0	0	6	0	1
fsh-generated/resources/ValueSet-vs-specimen-type.json	1169	4	0	0	0	0	0	0	1	39	0	0	0	0	0	0	0	0	0	0	10	128	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-hiv-organization.json	2911	106	0	0	0	0	0	833	0	865	0	0	0	0	0	0	0	1	0	0	231	1316	0	0	0	5	0	1
fsh-generated/resources/CarePlan-ARVTreatmentInitiatedExample.json	1204	6	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	9	5	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-result-status-index.json	1529	53	0	0	0	0	0	151	0	136	0	0	0	0	0	0	0	0	0	0	39	222	0	0	0	1	0	0
fsh-generated/resources/ValueSet-vs-vl-suppression.json	739	3	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	7	110	0	0	0	1	0	0
fsh-generated/resources/Observation-SuspendTreatmentHIVTestResultExample.json	989	4	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0
fsh-generated/resources/Consent-ReceiveSMSMessagesExample.json	561	5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0
fsh-generated/resources/SpecimenDefinition-SpecimenConservationExample.json	809	6	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-hiv-lab-task-activity.json	3482	161	1	0	0	0	0	1499	0	1546	0	0	0	0	0	0	0	1	0	0	347	1554	0	0	0	8	0	1
fsh-generated/resources/Organization-ImplementingPartnerOrganizationExample.json	871	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0
fsh-generated/resources/Device-TestingPlatformExample.json	425	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0
fsh-generated/resources/Organization-FundingOrganizationExample.json	801	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-art-regimen-switched-or-substituted.json	3461	127	0	0	0	0	0	1306	0	1326	0	0	0	0	0	0	0	1	0	0	361	1520	0	0	0	9	0	1
fsh-generated/resources/Observation-BreastfeedingExample.json	750	4	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-sample-dispatched-to-lab.json	1518	55	0	0	0	0	0	987	0	1004	0	0	0	0	0	0	0	1	0	0	235	922	0	0	0	5	1	0
fsh-generated/resources/Observation-ARVRegimenChangeExample.json	1116	4	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	8	6	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-performing-organization-province-index.json	1692	53	0	0	0	0	0	139	0	137	0	0	0	0	0	0	0	0	0	0	41	159	0	0	0	1	0	0
fsh-generated/resources/MedicationRequest-ARVRegimenMedicationRequestRegimenChangedExample.json	802	5	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-result-dispatched-to-facility.json	1442	42	0	0	0	0	0	973	0	991	0	0	1	0	0	0	0	0	0	0	229	945	0	0	0	5	0	1
fsh-generated/resources/StructureDefinition-device-for-testing.json	1214	29	0	0	0	0	0	1201	0	1220	0	0	0	0	0	0	0	1	0	0	254	1665	0	0	0	5	0	0
fsh-generated/resources/StructureDefinition-specimen-preservation.json	2950	109	1	0	0	0	0	1337	0	1347	0	0	0	0	0	0	0	1	0	0	278	1465	0	0	0	7	0	1
fsh-generated/resources/StructureDefinition-tested-by-user-index.json	1646	100	0	0	0	0	0	142	0	167	0	0	0	0	0	0	0	0	0	0	40	127	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-hiv-patient-is-new.json	2787	101	0	0	0	0	0	1168	0	1183	0	0	0	0	0	0	0	1	0	0	324	1171	0	0	0	8	0	1
fsh-generated/resources/Observation-PatientPregnantExample.json	989	4	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	7	5	0	0	0	0	0	0
fsh-generated/resources/Observation-HIVTestResultViralLoadLogExample.json	1057	4	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	8	6	0	0	0	0	0	0
fsh-generated/resources/Observation-HIVTestResultAbsoluteDecimalExample.json	1085	4	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-arv-regimen-medication-request.json	2070	66	0	0	0	0	0	1221	0	1242	0	0	0	0	0	0	0	1	0	0	295	962	0	0	1	7	0	0
fsh-generated/resources/StructureDefinition-funding-source.json	3688	133	0	0	0	0	0	898	0	914	0	0	0	0	0	0	0	1	0	0	237	785	0	0	0	6	1	1
fsh-generated/resources/ValueSet-vs-arv-regimen.json	2584	6	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	15	85	0	0	0	1	0	0
